work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
2022,FT,200000,200000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,241000,241000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,115000,115000,50,2,3,High,High,High,High
2022,FT,98000,98000,0,2,2,High,High,High,High
2023,FT,123900,123900,100,1,2,High,High,High,High
2023,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2021,FT,21000,24823,50,4,2,Low,Low,Low,Low
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2023,FT,162500,162500,0,2,2,Very High,Very High,Very High,Very High
2023,FT,261500,261500,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,105000,105000,0,2,2,High,High,High,High
2023,FT,106800,106800,0,1,2,High,High,High,High
2022,FT,70000,73546,0,1,2,Medium,Medium,Medium,Medium
2023,FT,193500,193500,100,1,2,Very High,Very High,Very High,Very High
2023,FT,145000,145000,100,1,2,High,High,High,High
2023,FT,115000,115000,100,1,2,High,High,High,High
2022,FT,102100,102100,0,1,2,High,High,High,High
2020,FT,65000,74130,50,2,3,Medium,Medium,Medium,Medium
2023,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,110000,110000,100,1,2,High,High,High,High
2022,FT,129300,129300,0,1,2,High,High,High,High
2022,FT,81666,81666,100,1,2,Medium,Medium,Medium,Medium
2023,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
2022,FT,210000,210000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,143100,143100,0,1,2,High,High,High,High
2021,FT,100000,75050,50,2,3,Medium,Medium,Medium,Medium
2021,FT,200000,200000,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,162000,162000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,140000,140000,100,1,2,High,High,High,High
2022,FT,55000,55000,100,1,1,Low,Low,Low,Low
2021,FT,90000,66970,50,4,3,Medium,Medium,Medium,Medium
2020,FT,188000,188000,100,1,3,Very High,Very High,Very High,Very High
2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,75000,75000,0,2,2,Medium,Medium,Medium,Medium
2023,FT,250000,250000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,132300,132300,0,1,2,High,High,High,High
2022,FT,65000,80036,100,2,2,Medium,Medium,Medium,Medium
2023,FT,145000,145000,0,1,2,High,High,High,High
2023,FT,120000,120000,0,1,2,High,High,High,High
2021,FT,125000,99703,50,1,2,High,High,High,High
2023,FT,165000,165000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,174500,174500,0,1,2,Very High,Very High,Very High,Very High
2023,FT,155000,155000,0,3,2,Very High,Very High,Very High,Very High
2021,FT,33000,45390,50,4,3,Low,Low,Low,Low
2022,FT,116100,116100,100,1,2,High,High,High,High
2022,FT,375000,375000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,100000,100000,0,2,2,High,High,High,High
2023,FT,187500,187500,0,2,2,Very High,Very High,Very High,Very High
2021,FT,50000,50000,100,1,2,Low,Low,Low,Low
2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,229998,229998,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,60000,60000,50,2,2,Medium,Medium,Medium,Medium
2023,FT,121700,121700,0,1,2,High,High,High,High
2023,FT,135000,135000,0,1,2,High,High,High,High
2022,FT,136620,136620,100,1,2,High,High,High,High
2022,FT,183000,183000,100,1,3,Very High,Very High,Very High,Very High
2022,FT,193900,193900,0,1,2,Very High,Very High,Very High,Very High
2022,FT,136000,136000,100,1,2,High,High,High,High
2023,FT,75000,75000,100,4,2,Medium,Medium,Medium,Medium
2021,PT,8760,10354,50,4,2,Low,Low,Low,Low
2020,FT,45760,45760,100,2,1,Low,Low,Low,Low
2023,FT,172200,172200,0,1,2,Very High,Very High,Very High,Very High
2023,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
2021,FT,65000,76833,50,1,1,Medium,Medium,Medium,Medium
2023,FT,200000,200000,0,2,1,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
2020,FT,61500,70139,50,2,3,Medium,Medium,Medium,Medium
2023,FT,139500,139500,0,1,2,High,High,High,High
2021,FT,20000,20000,100,4,1,Low,Low,Low,Low
2021,FT,74000,74000,50,2,1,Medium,Medium,Medium,Medium
2022,FT,140000,140000,100,1,2,High,High,High,High
2023,FT,40000,48609,100,2,2,Low,Low,Low,Low
2023,FT,148700,148700,0,1,2,High,High,High,High
2023,FT,85000,85000,100,4,2,Medium,Medium,Medium,Medium
2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,165000,165000,100,1,2,Very High,Very High,Very High,Very High
2020,FT,98000,98000,0,2,2,High,High,High,High
2022,FT,90320,90320,100,1,2,High,High,High,High
2023,FT,120250,120250,100,1,2,High,High,High,High
2022,FT,164000,164000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,70000,75116,100,2,2,Medium,Medium,Medium,Medium
2022,FT,76000,76000,50,4,3,Medium,Medium,Medium,Medium
2022,FT,129300,129300,0,1,2,High,High,High,High
2023,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,289800,289800,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,260000,260000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,60000,60000,100,2,2,Medium,Medium,Medium,Medium
2023,FT,128000,128000,0,1,2,High,High,High,High
2023,FT,125000,125000,100,2,2,High,High,High,High
2023,FT,104300,104300,0,1,3,High,High,High,High
2022,FT,230000,230000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,135000,135000,100,2,3,High,High,High,High
2022,FT,164000,164000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,105200,105200,0,1,2,High,High,High,High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,113900,113900,100,1,2,High,High,High,High
2023,FT,110000,110000,100,1,2,High,High,High,High
2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2022,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,80000,84053,100,2,2,Medium,Medium,Medium,Medium
2023,FT,112000,112000,100,1,2,High,High,High,High
2023,FT,129000,129000,0,1,2,High,High,High,High
2022,FT,100000,100000,100,1,2,High,High,High,High
2022,FT,100000,100000,100,2,2,High,High,High,High
2022,FT,3000000,38154,100,1,3,Low,Low,Low,Low
2023,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
2021,FT,80000,110037,0,4,3,High,High,High,High
2023,FT,120000,120000,0,1,2,High,High,High,High
2022,FT,205000,205000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,121904,121904,0,1,2,High,High,High,High
2022,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2021,FT,168000,168000,0,1,1,Very High,Very High,Very High,Very High
2023,FT,70000,70000,100,4,2,Medium,Medium,Medium,Medium
2023,FT,75000,75000,100,1,2,Medium,Medium,Medium,Medium
2023,FT,184000,184000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,135000,135000,100,2,3,High,High,High,High
2023,FT,113000,113000,0,1,2,High,High,High,High
2022,FT,65000,80036,100,2,2,Medium,Medium,Medium,Medium
2022,FT,130000,130000,100,1,2,High,High,High,High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,230000,230000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,340000,340000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,132000,132000,100,1,2,High,High,High,High
2022,FT,201000,201000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,154000,154000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,81500,81500,0,1,2,Medium,Medium,Medium,Medium
2023,FT,114000,114000,100,1,2,High,High,High,High
2023,FT,140000,140000,0,1,2,High,High,High,High
2022,FT,97000,97000,100,1,2,High,High,High,High
2022,FT,48000,50432,0,1,2,Low,Low,Low,Low
2022,FT,115934,115934,100,1,2,High,High,High,High
2021,FT,150000,150000,100,1,3,Very High,Very High,Very High,Very High
2022,FT,110600,110600,0,1,2,High,High,High,High
2020,FT,118000,118000,100,2,2,High,High,High,High
2023,FT,42000,51039,0,2,2,Low,Low,Low,Low
2022,FT,70000,73546,0,1,2,Medium,Medium,Medium,Medium
2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,120000,120000,0,2,2,High,High,High,High
2021,FT,115000,115000,100,1,1,High,High,High,High
2023,FT,145000,145000,0,3,2,High,High,High,High
2022,FT,141525,141525,100,1,2,High,High,High,High
2022,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,144000,144000,100,1,2,High,High,High,High
2022,FT,144000,144000,0,1,2,High,High,High,High
2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2023,FT,309400,309400,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,56000,42028,50,4,3,Low,Low,Low,Low
2022,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,135000,135000,0,1,2,High,High,High,High
2022,FT,90000,90000,100,2,2,High,High,High,High
2022,FT,129300,129300,0,1,2,High,High,High,High
2023,FT,65000,69751,0,1,2,Medium,Medium,Medium,Medium
2023,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,120000,120000,0,1,2,High,High,High,High
2023,FT,120000,120000,0,2,2,High,High,High,High
2022,FT,130000,130000,100,1,2,High,High,High,High
2023,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
2022,FT,183000,183000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,55000,55000,100,1,2,Low,Low,Low,Low
2022,FT,231250,231250,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,106000,106000,0,1,2,High,High,High,High
2022,FT,85000,85000,100,1,2,Medium,Medium,Medium,Medium
2023,FT,235000,235000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,120000,120000,100,1,2,High,High,High,High
2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,65000,65000,0,1,2,Medium,Medium,Medium,Medium
2022,FT,1650000,20984,50,2,3,Low,Low,Low,Low
2022,FT,115000,115000,0,1,2,High,High,High,High
2022,FT,105200,105200,0,1,2,High,High,High,High
2022,FT,124190,124190,100,1,2,High,High,High,High
2022,FT,138938,138938,0,1,2,High,High,High,High
2023,FT,237000,237000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,170000,125686,50,1,2,High,High,High,High
2023,FT,310000,310000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,200000,200000,100,3,1,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,145000,145000,100,1,2,High,High,High,High
2023,FT,130000,130000,100,4,1,High,High,High,High
2022,FT,177500,177500,100,1,2,Very High,Very High,Very High,Very High
2022,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,215000,215000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2023,FT,240500,240500,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,135000,135000,100,1,2,High,High,High,High
2023,FT,122000,122000,0,1,2,High,High,High,High
2023,FT,85000,85000,0,4,2,Medium,Medium,Medium,Medium
2022,FT,121000,83864,100,2,3,Medium,Medium,Medium,Medium
2023,FT,100000,100000,0,4,2,High,High,High,High
2022,FT,36000,37824,0,1,2,Low,Low,Low,Low
2023,FT,230000,230000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,122000,122000,0,1,2,High,High,High,High
2022,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2022,FT,142200,142200,0,1,2,High,High,High,High
2023,FT,247500,247500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,140400,140400,0,1,3,High,High,High,High
2023,FT,72000,72000,0,2,2,Medium,Medium,Medium,Medium
2021,FT,165000,165000,100,1,3,Very High,Very High,Very High,Very High
2021,FT,435000,5882,0,4,3,Low,Low,Low,Low
2022,FT,167500,167500,0,1,2,Very High,Very High,Very High,Very High
2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2022,FT,141525,141525,100,1,2,High,High,High,High
2022,FT,105120,110446,0,2,2,High,High,High,High
2022,FT,128000,128000,0,1,2,High,High,High,High
2022,FT,36000,37824,0,1,2,Low,Low,Low,Low
2023,FT,145000,145000,100,1,2,High,High,High,High
2023,FT,284310,284310,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,160080,160080,100,1,2,Very High,Very High,Very High,Very High
2023,FT,240000,240000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,133200,133200,100,1,2,High,High,High,High
2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,135000,135000,100,1,2,High,High,High,High
2022,FT,100000,100000,0,2,2,High,High,High,High
2023,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,82900,82900,0,2,2,Medium,Medium,Medium,Medium
2023,FT,202353,202353,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,78000,78000,100,1,2,Medium,Medium,Medium,Medium
2022,FT,247500,247500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,129000,129000,0,1,2,High,High,High,High
2023,FT,72000,77262,0,1,2,Medium,Medium,Medium,Medium
2023,FT,205000,205000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,163800,163800,0,1,2,Very High,Very High,Very High,Very High
2021,FT,37456,51519,50,2,3,Low,Low,Low,Low
2021,FT,62000,62000,0,2,3,Medium,Medium,Medium,Medium
2022,FT,124000,124000,100,2,2,High,High,High,High
2022,FT,170000,170000,0,2,2,Very High,Very High,Very High,Very High
2023,FT,184000,184000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,50000,52533,0,2,2,Low,Low,Low,Low
2022,FT,30000,31520,50,4,2,Low,Low,Low,Low
2022,FT,145000,145000,0,1,2,High,High,High,High
2022,FT,149850,149850,0,1,2,High,High,High,High
2023,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,52500,52500,0,1,2,Low,Low,Low,Low
2023,FT,172000,172000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,141525,141525,100,1,2,High,High,High,High
2020,FT,300000,45896,50,4,1,Low,Low,Low,Low
2022,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,42000,49646,50,4,2,Low,Low,Low,Low
2022,FT,350000,350000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,95000,75774,100,2,3,Medium,Medium,Medium,Medium
2023,FT,139000,139000,0,1,2,High,High,High,High
2023,FT,128000,128000,100,1,2,High,High,High,High
2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,135000,135000,100,1,2,High,High,High,High
2023,FT,124740,124740,0,1,2,High,High,High,High
2022,FT,200000,200000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2022,FT,135000,135000,0,4,2,High,High,High,High
2022,FT,154545,154545,0,1,3,Very High,Very High,Very High,Very High
2022,FT,110000,110000,0,1,2,High,High,High,High
2022,FT,50000,50000,50,4,3,Low,Low,Low,Low
2023,FT,122700,122700,0,1,2,High,High,High,High
2023,FT,75000,80481,0,2,2,Medium,Medium,Medium,Medium
2023,FT,200000,200000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,75000,75000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,290000,290000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,226700,226700,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,180180,180180,0,1,2,Very High,Very High,Very High,Very High
2023,FT,237000,237000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,85000,85000,100,2,2,Medium,Medium,Medium,Medium
2023,FT,297300,297300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,129000,129000,0,1,2,High,High,High,High
2023,FT,153400,153400,0,1,2,Very High,Very High,Very High,Very High
2023,FT,145000,145000,100,1,2,High,High,High,High
2022,FT,66000,69344,100,1,3,Medium,Medium,Medium,Medium
2022,FT,144854,144854,100,1,2,High,High,High,High
2023,FT,145000,145000,0,3,2,High,High,High,High
2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,140400,140400,0,1,2,High,High,High,High
2022,FT,13000,13000,100,4,1,Low,Low,Low,Low
2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2023,FT,1000000,29453,50,1,2,Low,Low,Low,Low
2022,FT,160000,160000,0,1,3,Very High,Very High,Very High,Very High
2022,FT,136000,136000,100,1,2,High,High,High,High
2022,FT,130000,130000,0,1,2,High,High,High,High
2023,FT,195800,195800,0,3,2,Very High,Very High,Very High,Very High
2021,FT,13400,13400,100,4,3,Low,Low,Low,Low
2022,FT,153000,153000,100,2,2,Very High,Very High,Very High,Very High
2021,FT,235000,235000,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,110000,110000,0,2,1,High,High,High,High
2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,136000,136000,0,1,3,High,High,High,High
2023,FT,145000,145000,0,1,2,High,High,High,High
2023,FT,200160,200160,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,265000,265000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,78000,78000,100,2,2,Medium,Medium,Medium,Medium
2023,FT,376080,376080,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,75000,88654,100,2,2,Medium,Medium,Medium,Medium
2021,FT,40900,56256,50,2,3,Low,Low,Low,Low
2022,FT,109000,109000,0,2,2,High,High,High,High
2021,FT,185000,185000,50,1,3,Very High,Very High,Very High,Very High
2022,FT,146000,146000,0,1,2,High,High,High,High
2023,FT,108000,108000,100,1,2,High,High,High,High
2022,FT,220110,220110,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,90000,90000,100,1,3,High,High,High,High
2023,FT,105700,105700,0,1,3,High,High,High,High
2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,253750,253750,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,202900,202900,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
