,work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
651,2023,FT,153600,153600,0,1,2,Very High,Very High,Very High,Very High
2856,2022,FT,300000,300000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3231,2022,FT,159000,159000,100,2,2,Very High,Very High,Very High,Very High
3475,2021,FT,8500000,77364,50,2,1,Medium,Medium,Medium,Medium
1283,2023,FT,156400,156400,0,1,2,Very High,Very High,Very High,Very High
1735,2023,FT,80000,80000,100,1,2,Medium,Medium,Medium,Medium
1513,2023,FT,250000,250000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
1717,2023,FT,140000,140000,100,1,2,High,High,High,High
168,2023,FT,130000,130000,0,2,2,High,High,High,High
3480,2021,FT,100000,100000,0,4,1,High,High,High,High
962,2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
945,2023,FT,90000,90000,100,1,2,High,High,High,High
462,2023,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
2057,2022,FT,81666,81666,100,1,2,Medium,Medium,Medium,Medium
328,2023,FT,250500,250500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3200,2022,FT,80000,84053,100,2,2,Medium,Medium,Medium,Medium
2512,2022,FT,180000,180000,100,2,2,Very High,Very High,Very High,Very High
367,2023,FT,161200,195895,0,2,2,Very High,Very High,Very High,Very High
3239,2022,FT,200000,200000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2835,2022,FT,193000,193000,100,1,2,Very High,Very High,Very High,Very High
2053,2022,FT,110000,110000,100,1,2,High,High,High,High
1546,2023,FT,80000,80000,100,2,1,Medium,Medium,Medium,Medium
772,2023,FT,83300,101228,0,1,2,High,High,High,High
2387,2022,FT,123648,123648,0,1,2,High,High,High,High
3358,2022,FT,192564,192564,100,1,2,Very High,Very High,Very High,Very High
2951,2022,FT,146200,146200,100,1,2,High,High,High,High
498,2023,FT,113750,113750,0,1,2,High,High,High,High
1344,2023,FT,185000,185000,0,1,2,Very High,Very High,Very High,Very High
435,2023,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
365,2023,FT,90000,90000,0,2,2,High,High,High,High
2043,2022,FT,95000,95000,0,1,2,High,High,High,High
276,2023,FT,260000,260000,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2483,2022,FT,119000,119000,0,1,2,High,High,High,High
3406,2022,FT,200000,200000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
1503,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
407,2023,FT,241000,241000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3732,2021,FT,115000,115000,50,2,3,High,High,High,High
2647,2022,FT,98000,98000,0,2,2,High,High,High,High
844,2023,FT,123900,123900,100,1,2,High,High,High,High
1697,2023,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
3648,2021,FT,21000,24823,50,4,2,Low,Low,Low,Low
2752,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
1370,2023,FT,162500,162500,0,2,2,Very High,Very High,Very High,Very High
1814,2023,FT,261500,261500,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2488,2022,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
1767,2023,FT,105000,105000,0,2,2,High,High,High,High
855,2023,FT,106800,106800,0,1,2,High,High,High,High
1940,2022,FT,70000,73546,0,1,2,Medium,Medium,Medium,Medium
78,2023,FT,193500,193500,100,1,2,Very High,Very High,Very High,Very High
944,2023,FT,145000,145000,100,1,2,High,High,High,High
199,2023,FT,115000,115000,100,1,2,High,High,High,High
3032,2022,FT,102100,102100,0,1,2,High,High,High,High
3524,2020,FT,65000,74130,50,2,3,Medium,Medium,Medium,Medium
801,2023,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2260,2022,FT,110000,110000,100,1,2,High,High,High,High
2629,2022,FT,129300,129300,0,1,2,High,High,High,High
2002,2022,FT,81666,81666,100,1,2,Medium,Medium,Medium,Medium
231,2023,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
2522,2022,FT,210000,210000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
1778,2023,FT,143100,143100,0,1,2,High,High,High,High
2579,2021,FT,100000,75050,50,2,3,Medium,Medium,Medium,Medium
3612,2021,FT,200000,200000,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2111,2022,FT,162000,162000,100,1,2,Very High,Very High,Very High,Very High
3375,2022,FT,140000,140000,100,1,2,High,High,High,High
2611,2022,FT,55000,55000,100,1,1,Low,Low,Low,Low
1444,2021,FT,90000,66970,50,4,3,Medium,Medium,Medium,Medium
3583,2020,FT,188000,188000,100,1,3,Very High,Very High,Very High,Very High
1143,2023,FT,180000,180000,0,1,2,Very High,Very High,Very High,Very High
3339,2022,FT,75000,75000,0,2,2,Medium,Medium,Medium,Medium
191,2023,FT,250000,250000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
104,2023,FT,132300,132300,0,1,2,High,High,High,High
2778,2022,FT,65000,80036,100,2,2,Medium,Medium,Medium,Medium
1642,2023,FT,145000,145000,0,1,2,High,High,High,High
1499,2023,FT,120000,120000,0,1,2,High,High,High,High
3601,2021,FT,125000,99703,50,1,2,High,High,High,High
1456,2023,FT,165000,165000,100,1,2,Very High,Very High,Very High,Very High
1450,2023,FT,174500,174500,0,1,2,Very High,Very High,Very High,Very High
1352,2023,FT,155000,155000,0,3,2,Very High,Very High,Very High,Very High
2862,2021,FT,33000,45390,50,4,3,Low,Low,Low,Low
2474,2022,FT,116100,116100,100,1,2,High,High,High,High
1258,2022,FT,375000,375000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2986,2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2273,2022,FT,100000,100000,0,2,2,High,High,High,High
1702,2023,FT,187500,187500,0,2,2,Very High,Very High,Very High,Very High
3661,2021,FT,50000,50000,100,1,2,Low,Low,Low,Low
2015,2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
2715,2022,FT,229998,229998,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
3501,2021,FT,60000,60000,50,2,2,Medium,Medium,Medium,Medium
994,2023,FT,121700,121700,0,1,2,High,High,High,High
464,2023,FT,135000,135000,0,1,2,High,High,High,High
3266,2022,FT,136620,136620,100,1,2,High,High,High,High
2722,2022,FT,183000,183000,100,1,3,Very High,Very High,Very High,Very High
3012,2022,FT,193900,193900,0,1,2,Very High,Very High,Very High,Very High
2442,2022,FT,136000,136000,100,1,2,High,High,High,High
1236,2023,FT,75000,75000,100,4,2,Medium,Medium,Medium,Medium
3496,2021,PT,8760,10354,50,4,2,Low,Low,Low,Low
3554,2020,FT,45760,45760,100,2,1,Low,Low,Low,Low
212,2023,FT,172200,172200,0,1,2,Very High,Very High,Very High,Very High
1036,2023,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
3717,2021,FT,65000,76833,50,1,1,Medium,Medium,Medium,Medium
900,2023,FT,200000,200000,0,2,1,Extremely High,Extremely High,Extremely High,Extremely High
2864,2022,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
3592,2020,FT,61500,70139,50,2,3,Medium,Medium,Medium,Medium
741,2023,FT,139500,139500,0,1,2,High,High,High,High
3492,2021,FT,20000,20000,100,4,1,Low,Low,Low,Low
3718,2021,FT,74000,74000,50,2,1,Medium,Medium,Medium,Medium
2018,2022,FT,140000,140000,100,1,2,High,High,High,High
1206,2023,FT,40000,48609,100,2,2,Low,Low,Low,Low
509,2023,FT,148700,148700,0,1,2,High,High,High,High
597,2023,FT,85000,85000,100,4,2,Medium,Medium,Medium,Medium
2688,2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
981,2023,FT,165000,165000,100,1,2,Very High,Very High,Very High,Very High
3691,2020,FT,98000,98000,0,2,2,High,High,High,High
3301,2022,FT,90320,90320,100,1,2,High,High,High,High
518,2023,FT,120250,120250,100,1,2,High,High,High,High
1902,2022,FT,164000,164000,100,1,2,Very High,Very High,Very High,Very High
767,2023,FT,70000,75116,100,2,2,Medium,Medium,Medium,Medium
2481,2022,FT,76000,76000,50,4,3,Medium,Medium,Medium,Medium
2583,2022,FT,129300,129300,0,1,2,High,High,High,High
421,2023,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
123,2023,FT,289800,289800,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1847,2022,FT,260000,260000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2815,2022,FT,60000,60000,100,2,2,Medium,Medium,Medium,Medium
1598,2023,FT,128000,128000,0,1,2,High,High,High,High
819,2023,FT,125000,125000,100,2,2,High,High,High,High
100,2023,FT,104300,104300,0,1,3,High,High,High,High
3396,2022,FT,230000,230000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3466,2021,FT,135000,135000,100,2,3,High,High,High,High
2855,2022,FT,164000,164000,0,1,2,Very High,Very High,Very High,Very High
3276,2022,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
1103,2023,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
1467,2023,FT,105200,105200,0,1,2,High,High,High,High
2760,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2997,2022,FT,113900,113900,100,1,2,High,High,High,High
1557,2023,FT,110000,110000,100,1,2,High,High,High,High
1749,2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
3105,2022,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
2892,2022,FT,80000,84053,100,2,2,Medium,Medium,Medium,Medium
982,2023,FT,112000,112000,100,1,2,High,High,High,High
456,2023,FT,129000,129000,0,1,2,High,High,High,High
3106,2022,FT,100000,100000,100,1,2,High,High,High,High
2776,2022,FT,100000,100000,100,2,2,High,High,High,High
2655,2022,FT,3000000,38154,100,1,3,Low,Low,Low,Low
381,2023,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
3497,2021,FT,80000,110037,0,4,3,High,High,High,High
1672,2023,FT,120000,120000,0,1,2,High,High,High,High
2298,2022,FT,205000,205000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1010,2023,FT,121904,121904,0,1,2,High,High,High,High
1995,2022,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
3745,2021,FT,168000,168000,0,1,1,Very High,Very High,Very High,Very High
662,2023,FT,70000,70000,100,4,2,Medium,Medium,Medium,Medium
1501,2023,FT,75000,75000,100,1,2,Medium,Medium,Medium,Medium
1426,2023,FT,184000,184000,0,1,2,Very High,Very High,Very High,Very High
3462,2022,FT,135000,135000,100,2,3,High,High,High,High
1588,2023,FT,113000,113000,0,1,2,High,High,High,High
2810,2022,FT,65000,80036,100,2,2,Medium,Medium,Medium,Medium
2936,2022,FT,130000,130000,100,1,2,High,High,High,High
2847,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2073,2022,FT,230000,230000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
845,2023,FT,340000,340000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
542,2023,FT,132000,132000,100,1,2,High,High,High,High
2063,2022,FT,201000,201000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2998,2022,FT,154000,154000,100,1,2,Very High,Very High,Very High,Very High
2529,2022,FT,81500,81500,0,1,2,Medium,Medium,Medium,Medium
1196,2023,FT,114000,114000,100,1,2,High,High,High,High
1102,2023,FT,140000,140000,0,1,2,High,High,High,High
2514,2022,FT,97000,97000,100,1,2,High,High,High,High
2676,2022,FT,48000,50432,0,1,2,Low,Low,Low,Low
1954,2022,FT,115934,115934,100,1,2,High,High,High,High
3575,2021,FT,150000,150000,100,1,3,Very High,Very High,Very High,Very High
2577,2022,FT,110600,110600,0,1,2,High,High,High,High
3741,2020,FT,118000,118000,100,2,2,High,High,High,High
1048,2023,FT,42000,51039,0,2,2,Low,Low,Low,Low
2656,2022,FT,70000,73546,0,1,2,Medium,Medium,Medium,Medium
1490,2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
2227,2022,FT,120000,120000,0,2,2,High,High,High,High
3569,2021,FT,115000,115000,100,1,1,High,High,High,High
237,2023,FT,145000,145000,0,3,2,High,High,High,High
2761,2022,FT,141525,141525,100,1,2,High,High,High,High
1826,2022,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
1133,2023,FT,144000,144000,100,1,2,High,High,High,High
3058,2022,FT,144000,144000,0,1,2,High,High,High,High
2628,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
163,2023,FT,309400,309400,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2699,2021,FT,56000,42028,50,4,3,Low,Low,Low,Low
2706,2022,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
252,2023,FT,135000,135000,0,1,2,High,High,High,High
2420,2022,FT,90000,90000,100,2,2,High,High,High,High
2575,2022,FT,129300,129300,0,1,2,High,High,High,High
1726,2023,FT,65000,69751,0,1,2,Medium,Medium,Medium,Medium
930,2023,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
1837,2022,FT,120000,120000,0,1,2,High,High,High,High
1506,2023,FT,120000,120000,0,2,2,High,High,High,High
3288,2022,FT,130000,130000,100,1,2,High,High,High,High
1572,2023,FT,63000,63000,100,1,2,Medium,Medium,Medium,Medium
2153,2022,FT,183000,183000,100,1,2,Very High,Very High,Very High,Very High
2090,2022,FT,55000,55000,100,1,2,Low,Low,Low,Low
2325,2022,FT,231250,231250,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1090,2023,FT,106000,106000,0,1,2,High,High,High,High
2989,2022,FT,85000,85000,100,1,2,Medium,Medium,Medium,Medium
1720,2023,FT,235000,235000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1181,2023,FT,120000,120000,100,1,2,High,High,High,High
593,2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
677,2023,FT,65000,65000,0,1,2,Medium,Medium,Medium,Medium
41,2022,FT,1650000,20984,50,2,3,Low,Low,Low,Low
1839,2022,FT,115000,115000,0,1,2,High,High,High,High
2244,2022,FT,105200,105200,0,1,2,High,High,High,High
3246,2022,FT,124190,124190,100,1,2,High,High,High,High
2480,2022,FT,138938,138938,0,1,2,High,High,High,High
243,2023,FT,237000,237000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1124,2023,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
1339,2023,FT,170000,125686,50,1,2,High,High,High,High
1427,2023,FT,310000,310000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
1623,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2916,2022,FT,200000,200000,100,3,1,Extremely High,Extremely High,Extremely High,Extremely High
261,2023,FT,145000,145000,100,1,2,High,High,High,High
1412,2023,FT,130000,130000,100,4,1,High,High,High,High
2396,2022,FT,177500,177500,100,1,2,Very High,Very High,Very High,Very High
2498,2022,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
834,2023,FT,215000,215000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2883,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
1476,2023,FT,240500,240500,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2821,2022,FT,135000,135000,100,1,2,High,High,High,High
1423,2023,FT,122000,122000,0,1,2,High,High,High,High
340,2023,FT,85000,85000,0,4,2,Medium,Medium,Medium,Medium
3442,2022,FT,121000,83864,100,2,3,Medium,Medium,Medium,Medium
748,2023,FT,100000,100000,0,4,2,High,High,High,High
2140,2022,FT,36000,37824,0,1,2,Low,Low,Low,Low
480,2023,FT,230000,230000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
1601,2023,FT,122000,122000,0,1,2,High,High,High,High
2083,2022,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2341,2022,FT,142200,142200,0,1,2,High,High,High,High
783,2023,FT,247500,247500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3213,2022,FT,140400,140400,0,1,3,High,High,High,High
1656,2023,FT,72000,72000,0,2,2,Medium,Medium,Medium,Medium
3602,2021,FT,165000,165000,100,1,3,Very High,Very High,Very High,Very High
3705,2021,FT,435000,5882,0,4,3,Low,Low,Low,Low
1909,2022,FT,167500,167500,0,1,2,Very High,Very High,Very High,Very High
2344,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2753,2022,FT,141525,141525,100,1,2,High,High,High,High
2112,2022,FT,105120,110446,0,2,2,High,High,High,High
2528,2022,FT,128000,128000,0,1,2,High,High,High,High
2645,2022,FT,36000,37824,0,1,2,Low,Low,Low,Low
1583,2023,FT,145000,145000,100,1,2,High,High,High,High
1271,2023,FT,284310,284310,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3391,2022,FT,160080,160080,100,1,2,Very High,Very High,Very High,Very High
1127,2023,FT,240000,240000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
626,2023,FT,190000,190000,0,1,2,Very High,Very High,Very High,Very High
347,2023,FT,133200,133200,100,1,2,High,High,High,High
3082,2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2392,2022,FT,135000,135000,100,1,2,High,High,High,High
1916,2022,FT,100000,100000,0,2,2,High,High,High,High
979,2023,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
3226,2022,FT,82900,82900,0,2,2,Medium,Medium,Medium,Medium
1725,2023,FT,202353,202353,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
911,2023,FT,78000,78000,100,1,2,Medium,Medium,Medium,Medium
2346,2022,FT,247500,247500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
632,2023,FT,129000,129000,0,1,2,High,High,High,High
1552,2023,FT,72000,77262,0,1,2,Medium,Medium,Medium,Medium
445,2023,FT,205000,205000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
617,2023,FT,163800,163800,0,1,2,Very High,Very High,Very High,Very High
3571,2021,FT,37456,51519,50,2,3,Low,Low,Low,Low
3737,2021,FT,62000,62000,0,2,3,Medium,Medium,Medium,Medium
2025,2022,FT,124000,124000,100,2,2,High,High,High,High
2390,2022,FT,170000,170000,0,2,2,Very High,Very High,Very High,Very High
1780,2023,FT,184000,184000,100,1,2,Very High,Very High,Very High,Very High
3181,2022,FT,50000,52533,0,2,2,Low,Low,Low,Low
2909,2022,FT,30000,31520,50,4,2,Low,Low,Low,Low
1936,2022,FT,145000,145000,0,1,2,High,High,High,High
1965,2022,FT,149850,149850,0,1,2,High,High,High,High
353,2023,FT,80000,80000,0,1,2,Medium,Medium,Medium,Medium
1232,2023,FT,52500,52500,0,1,2,Low,Low,Low,Low
613,2023,FT,172000,172000,0,1,2,Very High,Very High,Very High,Very High
2884,2022,FT,141525,141525,100,1,2,High,High,High,High
3699,2020,FT,300000,45896,50,4,1,Low,Low,Low,Low
2580,2022,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3488,2021,FT,42000,49646,50,4,2,Low,Low,Low,Low
2374,2022,FT,350000,350000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3528,2021,FT,95000,75774,100,2,3,Medium,Medium,Medium,Medium
57,2023,FT,139000,139000,0,1,2,High,High,High,High
1803,2023,FT,128000,128000,100,1,2,High,High,High,High
2632,2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2736,2022,FT,135000,135000,100,1,2,High,High,High,High
1253,2023,FT,124740,124740,0,1,2,High,High,High,High
3126,2022,FT,200000,200000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2354,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2194,2022,FT,135000,135000,0,4,2,High,High,High,High
2720,2022,FT,154545,154545,0,1,3,Very High,Very High,Very High,Very High
2126,2022,FT,110000,110000,0,1,2,High,High,High,High
2023,2022,FT,50000,50000,50,4,3,Low,Low,Low,Low
